oid	kind	category	name	args	return	comment	file
58385	f	partition	initialize_partitions_igw_test_small_2x1		void		functions/partition/initialize_partitions_igw_test_small_2x1__0args.sql
58386	f	partition	initialize_partitions_igw_test_small_2x2		void		functions/partition/initialize_partitions_igw_test_small_2x2__0args.sql
58387	f	partition	initialize_partitions_igw_training		void		functions/partition/initialize_partitions_igw_training__0args.sql
58388	f	character_mod	initialize_specialization_keystones	in_keystones text[]	TABLE(keystone_id smallint, keystone_name text)		functions/character_mod/initialize_specialization_keystones__1args.sql
58389	f	partition	initialize_world_partition	in_map_name text, in_num_servers integer, in_dimension_index integer	SETOF bigint		functions/partition/initialize_world_partition__3args.sql
58390	f	stock_vendor	interact_get_vendor_items_bought_from_player	in_vendor_id text, in_player_id bigint, in_current_cycle_start_timestamp bigint	TABLE(out_template_id text, out_amount_bought integer)		functions/stock_vendor/interact_get_vendor_items_bought_from_player__3args.sql
58391	f	party	internal_add_party_member	in_invite_id bigint, in_party_id bigint, in_player_id bigint, in_platform_session_id text, in_platform_name text, in_max_party_member_count integer	dune.partyacceptinviteresult		functions/party/internal_add_party_member__6args.sql
58392	f	party	internal_create_party	in_invite_id bigint, in_leader_id bigint, in_leader_platform_session_id text, in_leader_platform_name text, in_member_id bigint, in_platform_session_id text, in_platform_name text	bigint		functions/party/internal_create_party__7args.sql
58393	f	lookup	is_player_guild_admin	in_player_id bigint, in_guild_id bigint	boolean		functions/lookup/is_player_guild_admin__2args.sql
58394	f	lookup	is_player_offline	in_fls_id text	boolean	Return true if player is marked as offline, taking into account server crashing before players online state was updated in DB.	functions/lookup/is_player_offline__1args.sql
58395	f	lookup	is_player_party_leader	in_player_id bigint, in_party_id bigint	boolean		functions/lookup/is_player_party_leader__2args.sql
58396	f	party	join_platform_session_party	in_leader_platform_id text, in_player_platform_id text, in_platform_session_id text, in_platform_name text, in_max_party_member_count integer	dune.partyacceptinviteresult		functions/party/join_platform_session_party__5args.sql
58397	f	journey_progression	journey_story_node_cooldown_add	in_account_id bigint, in_story_node_id text, in_time_to_expire timestamp without time zone	void		functions/journey_progression/journey_story_node_cooldown_add__3args.sql
58398	f	journey_progression	journey_story_node_cooldown_delete_expired	in_time_to_check timestamp without time zone	void		functions/journey_progression/journey_story_node_cooldown_delete_expired__1args.sql
58399	f	landsraad	landsraad_cast_vote	in_term_id bigint, in_player_id bigint, in_decree_name text	void		functions/landsraad/landsraad_cast_vote__3args.sql
58400	f	landsraad	landsraad_change_term_end_time	end_term_id bigint, new_end_time timestamp without time zone, in_test_term boolean	void		functions/landsraad/landsraad_change_term_end_time__3args.sql
58401	f	landsraad	landsraad_check_task_completion		trigger		functions/landsraad/landsraad_check_task_completion__0args.sql
58402	f	landsraad	landsraad_check_term_won		trigger		functions/landsraad/landsraad_check_term_won__0args.sql
58403	f	landsraad	landsraad_collect_task_telemetry_for_faction	in_term_id bigint, in_faction_name text	TABLE(task_telemetry dune.landsraadtermtasktelemetry[])		functions/landsraad/landsraad_collect_task_telemetry_for_faction__2args.sql
58404	f	landsraad	landsraad_collect_term_telemetry	in_term_id bigint, in_faction_names text[]	TABLE(term_telemetry dune.landsraadtermtelemetry[], task_telemetry dune.landsraadtermtasktelemetry[])		functions/landsraad/landsraad_collect_term_telemetry__2args.sql
58405	f	landsraad	landsraad_collect_term_telemetry_for_faction	in_term_id bigint, in_faction_name text	dune.landsraadtermtelemetry		functions/landsraad/landsraad_collect_term_telemetry_for_faction__2args.sql
58406	f	landsraad	landsraad_collect_vote_telemetry	in_term_id bigint, in_winning_faction_id integer	TABLE(guild_id bigint, decree_name text, voting_influence integer)		functions/landsraad/landsraad_collect_vote_telemetry__2args.sql
58407	f	landsraad	landsraad_collect_votes	in_term_id bigint	TABLE(elected_decree text, winning_faction_name text, available_decrees text[], guild_votes dune.landsraadguildvotetelemetry[])		functions/landsraad/landsraad_collect_votes__1args.sql
58408	f	landsraad	landsraad_determine_winner	in_term_id bigint	text		functions/landsraad/landsraad_determine_winner__1args.sql
58409	f	landsraad	landsraad_force_end_term	end_term_id bigint	void		functions/landsraad/landsraad_force_end_term__1args.sql
58410	f	landsraad	landsraad_has_term_of_task_ended	in_task_id bigint	boolean		functions/landsraad/landsraad_has_term_of_task_ended__1args.sql
58411	f	landsraad	landsraad_initialize_system	number_of_weeks_term_retention integer, number_of_nominated_decrees integer, in_end_time timestamp without time zone, in_test_term boolean, faction_names text[], decrees dune.landsraaddecree[], tasks dune.landsraadtask[], task_rewards dune.landsraadtaskreward[]	TABLE(term_id bigint, reigning_faction_name text, active_decree_name text, winning_faction_name text, elected_decree_name text, start_time timestamp without time zone, end_time timestamp without time zone)		functions/landsraad/landsraad_initialize_system__8args.sql
58412	f	landsraad	landsraad_initialize_term	number_of_weeks_term_retention integer, number_of_nominated_decrees integer, in_end_time timestamp without time zone, in_test_term boolean, tasks dune.landsraadtask[], task_rewards dune.landsraadtaskreward[]	TABLE(term_id bigint, reigning_faction_name text, active_decree_name text, winning_faction_name text, elected_decree_name text, start_time timestamp without time zone, end_time timestamp without time zone)		functions/landsraad/landsraad_initialize_term__6args.sql
58413	f	landsraad	landsraad_insert_task_progress	in_term_id bigint, in_player_id bigint, in_guild_id bigint, in_house_name text, in_faction_progress integer, in_guild_progress real, in_player_progress real, in_timestamp timestamp without time zone	void		functions/landsraad/landsraad_insert_task_progress__8args.sql
58414	f	landsraad	landsraad_insert_task_progress_batched	in_term_id bigint, in_task_progress dune.landsraadtaskprogress[]	void		functions/landsraad/landsraad_insert_task_progress_batched__2args.sql
58415	f	landsraad	landsraad_insert_task_progress_faction	in_term_id bigint, in_faction_name text, in_house_name text, in_faction_progress integer, in_guild_progress real, in_player_progress real	void		functions/landsraad/landsraad_insert_task_progress_faction__6args.sql
58416	f	landsraad	landsraad_insert_task_progress_random	in_term_id bigint, in_faction_names text[], in_num_rows integer	void		functions/landsraad/landsraad_insert_task_progress_random__3args.sql
58417	p	landsraad	landsraad_insert_tasks	IN in_term_id bigint, IN in_tasks dune.landsraadtask[], IN in_task_rewards dune.landsraadtaskreward[]			procedures/landsraad_insert_tasks__3args.sql
58418	f	landsraad	landsraad_load_current_rotation	in_term_id bigint	TABLE(decree_name text, received_votes integer, open_votes integer)		functions/landsraad/landsraad_load_current_rotation__1args.sql
58419	f	landsraad	landsraad_load_current_term		TABLE(term_id bigint, reigning_faction_name text, active_decree_name text, winning_faction_name text, elected_decree_name text, start_time timestamp without time zone, end_time timestamp without time zone, tasks dune.landsraadtask[], term_task_rewards dune.landsraadtaskreward[], winner_history text[], testterm boolean)		functions/landsraad/landsraad_load_current_term__0args.sql
58420	f	landsraad	landsraad_load_guild_contribution	in_term_id bigint, in_guild_id bigint, in_faction_id bigint	TABLE(voting_influence real)		functions/landsraad/landsraad_load_guild_contribution__3args.sql
58421	f	landsraad	landsraad_load_guild_contributions	in_term_id bigint, in_num_guilds integer, in_faction_names text[]	TABLE(faction_name text, guild_name text, voting_influence real)		functions/landsraad/landsraad_load_guild_contributions__3args.sql
58422	f	landsraad	landsraad_load_guild_vote	in_term_id bigint, in_player_id bigint	TABLE(decree_name text, voting_influence real)		functions/landsraad/landsraad_load_guild_vote__2args.sql
58423	f	landsraad	landsraad_load_house_rewards	in_player_id bigint	TABLE(house_name text, template_id text, amount integer, last_updated timestamp without time zone)		functions/landsraad/landsraad_load_house_rewards__1args.sql
58424	f	landsraad	landsraad_load_player_contributions	in_term_id bigint, in_player_ids bigint[]	TABLE(player_id bigint, board_index smallint, amount integer)		functions/landsraad/landsraad_load_player_contributions__2args.sql
58425	f	landsraad	landsraad_load_task_faction_progress	in_term_id bigint	TABLE(task_board_index integer, faction_name text, progress integer)		functions/landsraad/landsraad_load_task_faction_progress__1args.sql
58426	f	landsraad	landsraad_load_task_faction_reveal_state	in_term_id bigint	TABLE(task_board_index integer, faction_name text, reveal_state boolean, time_stamp timestamp without time zone)		functions/landsraad/landsraad_load_task_faction_reveal_state__1args.sql
58427	f	landsraad	landsraad_load_term_progress	in_term_id bigint, in_num_guilds integer, in_faction_names text[], in_player_ids bigint[]	TABLE(faction_progress dune.landsraadtaskfactionprogress[], faction_reveal_state dune.landsraadtaskfactionrevealstate[], guild_contributions dune.landsraadguildcontribution[], player_contributions dune.landsraadplayercontribution[])		functions/landsraad/landsraad_load_term_progress__4args.sql
58428	p	landsraad	landsraad_nominate_decrees_for_voting	IN last_active_decree_id bigint, IN num_decrees integer			procedures/landsraad_nominate_decrees_for_voting__2args.sql
58429	f	landsraad	landsraad_notify_house_rewards_changed		trigger		functions/landsraad/landsraad_notify_house_rewards_changed__0args.sql
58430	f	landsraad	landsraad_perform_daily_task_reveal	in_term_id bigint, in_faction_names text[], in_house_names_to_reveal text[], in_reveal_day integer	TABLE(faction_name text, house_name text, board_index integer)		functions/landsraad/landsraad_perform_daily_task_reveal__4args.sql
58431	f	landsraad	landsraad_process_house_rewards		trigger		functions/landsraad/landsraad_process_house_rewards__0args.sql
58432	f	landsraad	landsraad_process_task_progress	max_rows integer	void		functions/landsraad/landsraad_process_task_progress__1args.sql
58433	f	landsraad	landsraad_task_has_been_completed	in_task_id bigint	boolean		functions/landsraad/landsraad_task_has_been_completed__1args.sql
58434	p	landsraad	landsraad_update_decrees	IN in_decrees dune.landsraaddecree[]			procedures/landsraad_update_decrees__1args.sql
58435	p	landsraad	landsraad_update_factions	IN in_faction_names text[]			procedures/landsraad_update_factions__1args.sql
58436	f	landsraad	landsraad_update_task_faction_reveal_state	in_term_id bigint, in_task_board_index integer, faction_name text, reveal_state boolean	void		functions/landsraad/landsraad_update_task_faction_reveal_state__4args.sql
58437	f	landsraad	landsraad_withdraw_house_reward	in_player_id bigint, in_house_rewards dune.landsraadplayerhousereward[]	void		functions/landsraad/landsraad_withdraw_house_reward__2args.sql
58438	f	actors	load_actors	in_actor_ids bigint[], in_actor_state dune.actorstate	TABLE(ord bigint, actor_id bigint, generic_data dune.actorgenericdata, serial bigint)		functions/actors/load_actors__2args.sql
58439	f	vehicle	load_backup_vehicle	in_account_id bigint	TABLE(out_id bigint, out_class text, out_customization_id text)		functions/vehicle/load_backup_vehicle__1args.sql
58449	f	building_blueprint	load_building	in_building_id bigint	dune.buildingsavedata		functions/building_blueprint/load_building__1args.sql
58450	f	communinet	load_communinet_player_data	in_account_id bigint	TABLE(is_active boolean, selected_channel_name text, channel_name text, is_tuned boolean)		functions/communinet/load_communinet_player_data__1args.sql
58451	f	dialogue	load_dialogue_data	in_player_controller_id bigint, OUT met_npcs text[], OUT taken_nodes integer[]	record		functions/dialogue/load_dialogue_data__3args.sql
58452	f	misc	load_dimension_index	in_map text, in_partition_id bigint	integer		functions/misc/load_dimension_index__2args.sql
58453	f	misc	load_events_log_data_from_player	in_actor_id bigint, in_limit_entries_num integer	TABLE(game_event_owner bigint, universe_time timestamp without time zone, map_name text, partition_id bigint, event_type integer, x_location double precision, y_location double precision, z_location double precision, custom_data jsonb)		functions/misc/load_events_log_data_from_player__2args.sql
58454	f	actors	load_full_actors	in_ids bigint[]	SETOF dune.actordescription		functions/actors/load_full_actors__1args.sql
58455	f	inventory	load_item	in_item_id bigint	TABLE(item_id bigint, stack_size bigint, quality_level bigint, volume_override real, position_index bigint, template_id text, inventory_id bigint, is_new boolean, acquisition_time bigint, stats jsonb, sub_inventory_id bigint)		functions/inventory/load_item__1args.sql
58456	f	inventory	load_items	in_inventory_id bigint	TABLE(item_id bigint, stack_size bigint, quality_level bigint, volume_override real, position_index bigint, template_id text, inventory_id bigint, is_new boolean, acquisition_time bigint, stats jsonb, sub_inventory_id bigint)		functions/inventory/load_items__1args.sql
58457	f	map_areas	load_map_areas_entries	in_account_id bigint, in_map_name text	TABLE(account_id bigint, area_id smallint, time_discovered timestamp without time zone, time_first_entered timestamp without time zone, survey_point_marker_id bigint, items_surveyed_target jsonb, items_surveyed_progress jsonb, map_name text)		functions/map_areas/load_map_areas_entries__2args.sql
58458	f	markers	load_markers	in_player_id bigint, in_dimension_id integer, in_map_name text	TABLE(out_marker_hash_id integer, out_marker_type text, out_x double precision, out_y double precision, out_z double precision, out_payload_type text, out_area_id smallint, out_area_radius real, out_long_range boolean, out_payload jsonb, out_discovery_level smallint, out_discovery_method smallint, out_player_payload jsonb)		functions/markers/load_markers__3args.sql
58459	f	partition	load_partition_definition_map		TABLE(out_partition_id bigint, out_server_id text, out_partition_definition jsonb, out_dimension_index integer, out_blocked boolean, out_label text, out_map text)		functions/partition/load_partition_definition_map__0args.sql
58460	f	building_blueprint	load_placeable	in_placeable_id bigint	dune.placeablesavedata		functions/building_blueprint/load_placeable__1args.sql
58461	f	vehicle	load_recovered_vehicles	in_account_id bigint, in_restore_time_limit integer	TABLE(out_vehicle_id bigint, out_class text, out_name text, out_time_stored timestamp without time zone, out_chassis_durability real, out_customization_id text, out_migrated boolean)		functions/vehicle/load_recovered_vehicles__2args.sql
58462	f	misc	load_static_encounter_name	in_map_name text, in_package_name text, in_actor_name text	TABLE(encounter_name text, waiting_for_reset boolean)		functions/misc/load_static_encounter_name__3args.sql
58463	f	takeover	load_takeoverable_user_ids		SETOF dune.takeovercharacterdatacomposite		functions/takeover/load_takeoverable_user_ids__0args.sql
58464	f	building_blueprint	load_totem	in_id bigint	dune.totemsavedata		functions/building_blueprint/load_totem__1args.sql
58465	f	travel	load_travel_return_info	in_player_controller_id bigint	TABLE(map text, transform dune.transform)		functions/travel/load_travel_return_info__1args.sql
58466	f	travel	load_travel_to_player_info	in_player_controller_id bigint	TABLE(map text, transform dune.transform, partition_id bigint, dimension_index integer)		functions/travel/load_travel_to_player_info__1args.sql
58467	f	vehicle	load_vehicle_modules	in_vehicle_id bigint	TABLE(module_id bigint, template_id text, stats jsonb)		functions/vehicle/load_vehicle_modules__1args.sql
58468	f	partition	load_world_partition	in_map_name text, in_server_id text, in_desired_dimension_index bigint, in_desired_partition_id bigint	TABLE(partition_id bigint, partition_definition jsonb, dimension_index integer, blocked boolean, label text)		functions/partition/load_world_partition__4args.sql
58469	f	anticheat	log_cheating	in_fls_id text, in_cheat_type dune.cheat_type_enum, in_event_time timestamp with time zone	void		functions/anticheat/log_cheating__3args.sql
58470	f	currency	log_event_solaris	in_function_oid oid, in_message dune.logmessagetype, in_controller_id bigint, in_solaris_balance bigint, in_solaris_delta bigint	void		functions/currency/log_event_solaris__5args.sql
58471	f	character_mod	login_account	in_user_id text, in_funcom_id text, in_platform_id text, in_platform_name text, in_minimum_returning_player_time_seconds integer, in_character_name text, in_return_dimension_index integer, in_home_dimension_index integer	SETOF dune.playerdescription		functions/character_mod/login_account__8args.sql
58473	f	server	mark_server_dead	in_server_id text	void		functions/server/mark_server_dead__1args.sql
58474	f	inventory	merge_inventory_items	in_item_id bigint, in_dst_inventory_id bigint, in_dst_index bigint, in_count bigint	bigint		functions/inventory/merge_inventory_items__4args.sql
58475	f	inventory	merge_or_move_inventory_item	in_item_id bigint, in_dst_inventory_id bigint, in_dst_index bigint, in_count bigint	bigint		functions/inventory/merge_or_move_inventory_item__4args.sql
58476	f	transfer	migrate_character	in_account_id bigint, home_dimension integer, max_solaris_allowed bigint	void		functions/transfer/migrate_character__3args.sql
58477	f	transfer	migrate_clamp_max_allow_solaris	in_pawn_id bigint, max_solaris_allowed bigint	void		functions/transfer/migrate_clamp_max_allow_solaris__2args.sql
58478	f	inventory	move_inventory_item	in_item_id bigint, in_dst_inventory_id bigint, in_dst_index bigint, in_count bigint	bigint		functions/inventory/move_inventory_item__4args.sql
58479	f	map_areas	overmap_delete_player_survival_data	in_player_id bigint	void		functions/map_areas/overmap_delete_player_survival_data__1args.sql
58480	f	map_areas	overmap_load_player_survival_data	in_player_id bigint	TABLE(out_vehicle_id bigint, out_has_polar_psu boolean, out_overmap_location dune.vector)		functions/map_areas/overmap_load_player_survival_data__1args.sql
58481	f	map_areas	overmap_save_player_survival_data	in_player_id bigint, in_vehicle_id bigint, in_has_polar_psu boolean, in_overmap_location dune.vector	void		functions/map_areas/overmap_save_player_survival_data__4args.sql
58482	f	actors	ownership_handle_actor_delete	in_player_id bigint	void		functions/actors/ownership_handle_actor_delete__1args.sql
58483	f	misc	parties_get_exclusive_operation_lock		void		functions/misc/parties_get_exclusive_operation_lock__0args.sql
58484	f	player_persistence	perform_notify_on_character_delete	in_user_id text	void		functions/player_persistence/perform_notify_on_character_delete__1args.sql
58485	f	permission	permission_actor_create_or_update_base_marker	in_actor_id bigint, in_player_id bigint, in_rank smallint	void		functions/permission/permission_actor_create_or_update_base_marker__3args.sql
58486	f	permission	permission_actor_destroy	in_actor_id bigint	void		functions/permission/permission_actor_destroy__1args.sql
58487	f	permission	permission_actor_register	in_entry dune.actorpermissionentry, in_owner_rank dune.actorpermissionrankdata	void		functions/permission/permission_actor_register__2args.sql
58488	f	permission	permission_actor_takeover	in_entry dune.actorpermissionentry, in_owner_rank dune.actorpermissionrankdata	void		functions/permission/permission_actor_takeover__2args.sql
58489	f	permission	permission_actor_update_marker_location	in_actor_id bigint, in_location_x real, in_location_y real, in_location_z real	void		functions/permission/permission_actor_update_marker_location__4args.sql
58490	f	permission	permission_remove_player_rank	in_actor_id bigint, in_player_id bigint	void		functions/permission/permission_remove_player_rank__2args.sql
58491	f	permission	permission_set_access_level	in_actor_id bigint, in_access_level smallint	void		functions/permission/permission_set_access_level__2args.sql
58492	f	permission	permission_set_name	in_actor_id bigint, in_name text	void		functions/permission/permission_set_name__2args.sql
58493	f	character_mod	permission_set_player_rank	in_actor_id bigint, in_player_id bigint, in_rank smallint, in_map_id text	void		functions/character_mod/permission_set_player_rank__4args.sql
58494	f	inventory	player_purchased_item_from_vendor	in_vendor_id text, in_player_id bigint, in_template_id text, in_amount_bought integer	void		functions/inventory/player_purchased_item_from_vendor__4args.sql
58495	f	character_mod	player_state_update	in_data dune.playerstateupdatedata[]	void		functions/character_mod/player_state_update__1args.sql
58496	f	guild	pledge_guild_allegiance	in_guild_id bigint, in_guild_leader_player_id bigint, in_neutral_faction_id smallint	void		functions/guild/pledge_guild_allegiance__3args.sql
58497	f	spice_field	produce_spicefield_manifest	in_map_name text, in_dimension_index integer	TABLE(server text, type_id integer, inactive_fields integer, requested_fields integer)		functions/spice_field/produce_spicefield_manifest__2args.sql
58498	f	guild	promote_guild_member	in_guild_id bigint, in_player_id bigint, in_new_role smallint	void		functions/guild/promote_guild_member__3args.sql
58499	f	party	promote_new_party_leader	in_party_id bigint	void		functions/party/promote_new_party_leader__1args.sql
58500	f	party	promote_party_leader_to	in_party_id bigint, in_player_id bigint	void		functions/party/promote_party_leader_to__2args.sql
58501	f	character_mod	purchase_specialization_keystone	in_player_id bigint, in_keystone text	boolean		functions/character_mod/purchase_specialization_keystone__2args.sql
58502	f	spice_field	record_deactivated_spice_field	in_server_id text, in_spicefield_type_id integer	void		functions/spice_field/record_deactivated_spice_field__2args.sql
58503	f	dungeon	record_dungeon_completion	in_dungeon_id text, in_difficulty integer, in_duration_ms integer, players_ids bigint[]	void		functions/dungeon/record_dungeon_completion__4args.sql
58504	f	player_persistence	record_logoff_persistence_end_time	in_player_pawn_id bigint, in_logoff_persistence_end_time timestamp without time zone	void		functions/player_persistence/record_logoff_persistence_end_time__2args.sql
58505	f	shifting_sand	record_static_shifting_sand	in_id text, in_alpha double precision, in_x double precision, in_y double precision, in_last_modified_time bigint	void		functions/shifting_sand/record_static_shifting_sand__5args.sql
58506	f	spice_field	record_unreadied_spice_fields	in_server_id text, in_spicefield_type_id integer, in_num_unreadied integer	void		functions/spice_field/record_unreadied_spice_fields__3args.sql
58507	f	server	register_lore_pickup	in_lore_pickup_ids text[]	SETOF smallint		functions/server/register_lore_pickup__1args.sql
58508	f	faction	register_new_factions	factions text[]	TABLE(faction_id smallint, faction_name text)		functions/faction/register_new_factions__1args.sql
58509	f	journey_progression	register_new_tutorials	tutorials text[]	TABLE(tutorial_id smallint, tutorial_name text)		functions/journey_progression/register_new_tutorials__1args.sql
58510	f	server	register_per_player_lore_pickup	in_lore_pickup_ids text[], in_use_temporary boolean	SETOF smallint		functions/server/register_per_player_lore_pickup__2args.sql
58511	f	actors	register_spawned_actor	in_spawner_id bigint, in_actor_id bigint	void		functions/actors/register_spawned_actor__2args.sql
58512	f	spice_field	register_spice_field_server_resources	in_server_id text, in_spicefield_type_ids integer[], in_inactive_fields_of_types integer[]	void		functions/spice_field/register_spice_field_server_resources__3args.sql
58513	f	server	register_temporary_lore_pickup	in_lore_pickup_ids text[]	SETOF smallint		functions/server/register_temporary_lore_pickup__1args.sql
58514	f	guild	reject_guild_invite	in_invite_id bigint	void		functions/guild/reject_guild_invite__1args.sql
58515	f	actors	remove_aborted_authority_transfer_actors	in_partition_id bigint	SETOF dune.actorspawninfo		functions/actors/remove_aborted_authority_transfer_actors__1args.sql
58516	f	transfer	remove_character_transfer_state	in_fls_id text	void		functions/transfer/remove_character_transfer_state__1args.sql
58517	f	communinet	remove_communinet_player_channel	in_account_id bigint, in_channel_name text	void		functions/communinet/remove_communinet_player_channel__2args.sql
58518	f	guild	remove_guild_members	in_player_ids bigint[], in_guild_id bigint, in_remove_reason smallint	void		functions/guild/remove_guild_members__3args.sql
58519	f	items_purge	remove_items	items_to_remove text[]	void		functions/items_purge/remove_items__1args.sql
58520	f	items_purge	remove_items_and_recipes	items_to_remove text[], recipes_to_remove text[]	void		functions/items_purge/remove_items_and_recipes__2args.sql
58521	f	items_purge	remove_items_or_recipes_from_fgl_entities	item_or_recipes text[]	void		functions/items_purge/remove_items_or_recipes_from_fgl_entities__1args.sql
58522	f	misc	remove_members_offline_for	in_interval_seconds integer	void		functions/misc/remove_members_offline_for__1args.sql
58523	f	party	remove_party_invite	in_invite_id bigint, in_remove_reason smallint	void		functions/party/remove_party_invite__2args.sql
58524	f	party	remove_party_member	in_player_id bigint, in_remove_reason smallint	void		functions/party/remove_party_member__2args.sql
58525	f	actors	remove_recipes_from_actor_properties	recipes_to_remove text[]	void		functions/actors/remove_recipes_from_actor_properties__1args.sql
58526	f	items_purge	remove_resourcefield_states	in_map text, in_dimension_index integer, in_field_ids bigint[]	void		functions/items_purge/remove_resourcefield_states__3args.sql
58527	f	spice_field	request_spawn_spice_field	in_server_id text, in_spicefield_type_id integer	void		functions/spice_field/request_spawn_spice_field__2args.sql
58528	f	cleanup	reset_all_players_from_server_ids_grace_period_and_logoff_timer	in_server_id text, in_reset_time timestamp without time zone	void		functions/cleanup/reset_all_players_from_server_ids_grace_period_and_logoff_timer__2args.sql
58529	f	spice_field	reset_global_spice_field_state	in_map_name text, in_dimension_index integer	void		functions/spice_field/reset_global_spice_field_state__2args.sql
58530	f	journey_progression	reset_journey_story_nodes_for_player	in_player_id text, in_story_node_ids text[]	void		functions/journey_progression/reset_journey_story_nodes_for_player__2args.sql
58531	f	cleanup	reset_server_all_player_access_codes	in_account_id bigint	void		functions/cleanup/reset_server_all_player_access_codes__1args.sql
58532	f	character_mod	reset_specialization_keystones	in_player_id bigint	void		functions/character_mod/reset_specialization_keystones__1args.sql
58533	f	character_mod	reset_specialization_tracks	in_player_id bigint	void		functions/character_mod/reset_specialization_tracks__1args.sql
58534	f	vehicle	restore_backup_vehicle	in_account_id bigint, in_server_info dune.serverinfo, in_transform dune.transform	bigint		functions/vehicle/restore_backup_vehicle__3args.sql
58535	f	vehicle	restore_recovered_vehicle	in_account_id bigint, in_vehicle_id bigint, in_server_info dune.serverinfo, in_transform dune.transform, in_restore_time_limit integer	void		functions/vehicle/restore_recovered_vehicle__5args.sql
58536	f	shifting_sand	retrieve_all_static_shifting_sand		TABLE(out_id text, out_alpha double precision, out_x double precision, out_y double precision, out_last_modified_time bigint)		functions/shifting_sand/retrieve_all_static_shifting_sand__0args.sql
58537	f	character_mod	returning_player_award_given	in_account_id bigint	void		functions/character_mod/returning_player_award_given__1args.sql
58538	f	journey_progression	reveal_journey_story_nodes_for_player	in_player_id text, in_story_node_ids text[]	void		functions/journey_progression/reveal_journey_story_nodes_for_player__2args.sql
58539	f	actors	save_aborted_authority_transfer_actors	in_actor_ids bigint[], in_partition_id bigint	void		functions/actors/save_aborted_authority_transfer_actors__2args.sql
58540	f	actors	save_actor_dislocation	in_actor_id bigint, in_current_server_info dune.serverinfo, in_target_location dune.vector, in_target_dimension_index integer	void		functions/actors/save_actor_dislocation__4args.sql
58541	f	actors	save_actors	in_server_info dune.serverinfo, in_actors dune.actordescription[], in_actor_state dune.actorstate	TABLE(actor_id bigint, current_saved_serial bigint, saved boolean)		functions/actors/save_actors__3args.sql
58543	f	building_blueprint	save_building	in_building_id bigint, in_data dune.buildingsavedata	void		functions/building_blueprint/save_building__2args.sql
58544	f	building_blueprint	save_building_blueprint_copy	in_building_item_id bigint, in_building_blueprint_id bigint, in_building_blueprint_building_data dune.buildingblueprintpiecesaveitemcontainer[], in_building_blueprint_placeable_data dune.buildingblueprintplaceablesaveitemcontainer[], in_building_blueprint_pentashield_data dune.buildingblueprintpentashielditem[]	bigint		functions/building_blueprint/save_building_blueprint_copy__5args.sql
58545	f	schema_meta	save_demo_account_time	in_fls_id text, in_demo_playtime_seconds integer	void		functions/schema_meta/save_demo_account_time__2args.sql
58546	f	dialogue	save_dialogue_data	in_player_controller_id bigint, in_met_npcs text[], in_taken_nodes integer[]	void		functions/dialogue/save_dialogue_data__3args.sql
58547	f	inventory	save_item	in_item dune.inventoryitem	void		functions/inventory/save_item__1args.sql
58548	f	journey_progression	save_journey_story_node	in_account_id bigint, in_story_node_id text, in_override_reward_block boolean, in_has_pending_reward boolean, in_complete_condition_state jsonb, in_reveal_condition_state jsonb, in_fail_condition_state jsonb, in_metadata_state jsonb, in_reset_group dune.journeystoryresetgroup	void		functions/journey_progression/save_journey_story_node__9args.sql
58549	f	journey_progression	save_journey_story_nodes	in_account_id bigint, in_journey_data dune.savejourneydata[]	void		functions/journey_progression/save_journey_story_nodes__2args.sql
58550	f	misc	save_login_target_dimension	in_fls_id text, in_login_target_dimension_index integer	void		functions/misc/save_login_target_dimension__2args.sql
58551	f	markers	save_markers	in_player_marker_data dune.saveplayermarkerdata[], in_marker_data dune.savemarkerdata[]	void		functions/markers/save_markers__2args.sql
58552	f	journey_progression	save_mnemonic_recall_lesson	in_account_id bigint, in_lesson_id text, in_lesson_state bigint, in_lesson_progress integer, in_is_new boolean	void		functions/journey_progression/save_mnemonic_recall_lesson__5args.sql
58561	f	building_blueprint	save_placeable	in_placeable_id bigint, in_data dune.placeablesavedata	void		functions/building_blueprint/save_placeable__2args.sql
58562	f	player_persistence	save_player	in_player dune.playerdescription	boolean		functions/player_persistence/save_player__1args.sql
58563	f	player_persistence	save_player_pawn	in_pawn dune.actordescription, in_server_info dune.serverinfo, in_life_state dune.playerlifestate	boolean		functions/player_persistence/save_player_pawn__3args.sql
58564	f	misc	save_static_encounter_name	in_map_name text, in_package_name text, in_actor_name text, in_encounter_name text	void		functions/misc/save_static_encounter_name__4args.sql
58565	f	misc	save_static_encounter_waiting_for_reset	in_map_name text, in_package_name text, in_actor_name text, in_waiting_for_reset boolean	void		functions/misc/save_static_encounter_waiting_for_reset__4args.sql
58571	f	building_blueprint	save_totem	in_id bigint, in_data dune.totemsavedata	void		functions/building_blueprint/save_totem__2args.sql
58572	f	player_persistence	save_tracked_journey_cards	in_player_id bigint, in_tracked_journey_card text, in_tracked_landsraad_card text	void		functions/player_persistence/save_tracked_journey_cards__3args.sql
58573	f	travel	save_travel_return_info	in_player_controller_id bigint, in_map text, in_transform dune.transform	void		functions/travel/save_travel_return_info__3args.sql
58574	f	vehicle	save_vehicle_modules	in_add_list dune.vehiclemodule[], in_delete_list bigint[], in_stat_update dune.itemstatupdate[]	SETOF bigint		functions/vehicle/save_vehicle_modules__3args.sql
